Area,Perimeter,Major Axis Length,Minor Axis Length,Eccentricity,Convex Area,Extent,Class
13919,482.35,204.29,87.65,0.9,14274,0.75,1
13439,477.75,199.38,87.63,0.9,13852,0.75,1
13693,479.48,200.4,88.17,0.9,14097,0.7,1
13870,484.13,203.42,88.5,0.9,14266,0.76,1
15285,516.47,216.28,91.35,0.91,15704,0.59,1
16263,546.56,230.96,91.65,0.92,16796,0.57,1
14295,489.21,203.3,90.61,0.9,14660,0.61,1
14720,494.86,207.09,91.5,0.9,15071,0.7,1
15550,505.76,211.38,94.42,0.89,15896,0.72,1
15189,506.82,209.19,93.62,0.89,15629,0.67,1
12832,464.53,196.61,83.99,0.9,13148,0.56,1
14146,481.19,202.59,89.94,0.9,14495,0.6,1
13006,486.71,213.13,78.46,0.93,13399,0.62,1
15196,501.3,212.33,92.01,0.9,15463,0.77,1
14517,488.32,196.16,95.58,0.87,14976,0.6,1
13964,480.03,199.82,90.07,0.89,14298,0.66,1
12414,453.38,188.56,85.33,0.89,12721,0.59,1
13818,475.02,198.5,89.1,0.89,14008,0.6,1
11530,458.71,197.88,75.38,0.92,11918,0.7,1
16436,529.86,230.93,91.07,0.92,16648,0.63,1
11809,455.08,185.42,83.61,0.89,12318,0.65,1
14818,499.36,208.88,91.91,0.9,15204,0.58,1
12368,455.02,195.94,80.81,0.91,12573,0.8,1
11491,440.47,184,80.87,0.9,11819,0.66,1
11493,447.15,185.53,79.75,0.9,11801,0.57,1
13235,465.82,193.55,88.64,0.89,13629,0.57,1
16593,524.84,218.1,97.85,0.89,16814,0.59,1
15326,505.38,208.1,95.36,0.89,15684,0.59,1
15385,505.58,211.73,94.12,0.9,15726,0.59,1
12907,465.34,195.65,84.88,0.9,13151,0.57,1
13413,465.61,198.85,86.09,0.9,13620,0.64,1
14369,491.04,207.95,89.12,0.9,14679,0.6,1
13907,485.72,202.58,89.2,0.9,14358,0.56,1
14577,489.91,204.85,91.23,0.9,14870,0.78,1
15168,504.98,212.83,91.62,0.9,15432,0.58,1
15159,515.13,216.06,91.03,0.91,15685,0.65,1
16024,527.42,226.26,91.6,0.91,16355,0.54,1
13200,472.46,203.31,83.58,0.91,13467,0.75,1
12396,460,195.32,81.93,0.91,12676,0.73,1
13201,461.52,192.89,87.83,0.89,13408,0.63,1
14843,510.1,220.04,86.5,0.92,15155,0.53,1
14331,495.14,212.03,86.86,0.91,14723,0.67,1
16606,516.36,211.59,101.77,0.88,17032,0.71,1
15953,522.19,220.76,93.04,0.91,16307,0.79,1
12072,452.26,192.72,80.29,0.91,12342,0.69,1
12417,455.08,187.3,85.61,0.89,12851,0.66,1
13029,466.89,197.73,84.6,0.9,13300,0.61,1
13919,472.23,194.69,91.63,0.88,14169,0.7,1
14675,493.27,206.79,91.59,0.9,15039,0.57,1
13256,462.72,194.15,87.73,0.89,13465,0.65,1
13862,482.21,199.18,89.92,0.89,14218,0.58,1
15178,514.74,219.33,89.01,0.91,15638,0.79,1
13964,481.23,201.56,89.3,0.9,14275,0.58,1
13422,474.95,196.45,88.85,0.89,13817,0.56,1
14855,495.9,208.57,92.43,0.9,15191,0.59,1
12971,458.04,192.34,86.75,0.89,13248,0.78,1
14950,496.88,207.82,93.11,0.89,15422,0.58,1
14944,512.14,227.42,84.25,0.93,15147,0.81,1
16283,516.74,217.71,96.09,0.9,16649,0.78,1
12653,461.62,195.89,83.5,0.9,12973,0.58,1
14007,490.66,205.4,88.07,0.9,14433,0.77,1
15401,499.26,202.65,97.77,0.88,15760,0.62,1
14625,497.25,212.8,88.36,0.91,14924,0.55,1
14626,502.36,212.73,88.58,0.91,14997,0.58,1
13998,484.88,198.72,90.92,0.89,14328,0.6,1
17250,528.1,220.8,101.25,0.89,17570,0.84,1
14819,497.83,210.37,90.71,0.9,15119,0.59,1
14794,501.57,213.49,89.19,0.91,15202,0.68,1
13368,487.55,202.54,86.57,0.9,13965,0.72,1
14586,484.05,196.4,95.86,0.87,14976,0.77,1
12210,453.12,189.42,83.16,0.9,12641,0.64,1
14732,497.69,207.47,91.29,0.9,15000,0.58,1
13410,477.08,195.8,88.78,0.89,13842,0.57,1
13658,499.37,206.51,85.76,0.91,14177,0.54,1
13072,484.79,206.89,81.93,0.92,13593,0.7,1
16059,522.72,217.85,95.15,0.9,16675,0.69,1
13002,472.47,198.08,85.8,0.9,13432,0.69,1
12752,462.36,190.73,86.67,0.89,13112,0.63,1
13153,479.56,207.92,80.94,0.92,13339,0.68,1
13857,498.03,220.27,80.4,0.93,14053,0.51,1
13929,487.98,202.95,87.97,0.9,14266,0.66,1
16253,525.48,218.53,95.91,0.9,16690,0.57,1
14850,511.99,223.15,85.5,0.92,15131,0.58,1
14560,487.13,200.74,93.23,0.89,14867,0.67,1
15164,501.65,212.16,92.45,0.9,15461,0.7,1
14566,498.03,208.23,90.54,0.9,14927,0.56,1
14627,498.07,205.79,92.43,0.89,15091,0.61,1
16454,518.11,217.1,97.78,0.89,16893,0.8,1
15458,511.95,216.61,91.79,0.91,15854,0.58,1
14189,483.94,203.38,90.08,0.9,14538,0.71,1
15545,516.87,217.12,92.25,0.91,16019,0.66,1
14522,499.83,217.67,85.69,0.92,14719,0.53,1
16566,527.59,217.09,98.1,0.89,16987,0.75,1
13970,494.63,210.53,85.43,0.91,14308,0.55,1
14488,489.82,204.67,91.22,0.9,14826,0.64,1
14483,512.72,215.77,86.28,0.92,14912,0.53,1
13853,471.64,195.21,91.29,0.88,14213,0.65,1
15700,525.81,224.04,90.32,0.92,16308,0.68,1
13777,480.84,197.01,90.18,0.89,14266,0.63,1
15069,505.45,211.91,91.94,0.9,15431,0.55,1
15764,513.84,212.17,95.96,0.89,16258,0.6,1
16258,518.77,214.29,97.38,0.89,16551,0.71,1
18313,538.5,222.46,106.18,0.88,18724,0.62,1
13605,466.94,191.52,91.73,0.88,13919,0.61,1
13930,484.86,205.27,87.24,0.91,14330,0.8,1
15301,515.53,220.29,89.47,0.91,15690,0.54,1
14277,492.03,213.3,85.52,0.92,14481,0.54,1
15077,504.64,212.94,91.21,0.9,15404,0.79,1
13102,479.27,202.51,83.76,0.91,13528,0.62,1
15975,522.8,218.42,94.04,0.9,16290,0.57,1
15258,505.16,214.02,91.61,0.9,15497,0.57,1
14260,501.04,208.83,88.96,0.9,14737,0.61,1
14706,503.31,212.68,89.09,0.91,15074,0.6,1
13789,471.3,198.52,88.71,0.89,14025,0.63,1
13342,488.27,208.67,83.17,0.92,13703,0.53,1
13555,477.87,202.64,85.79,0.91,13851,0.58,1
14436,486.99,204.5,90.86,0.9,14709,0.64,1
14421,489.82,204.96,90.34,0.9,14716,0.63,1
13501,472.48,198.07,87.69,0.9,13787,0.63,1
14287,486.4,200.14,91.99,0.89,14654,0.71,1
14633,495.09,208.78,90.26,0.9,14978,0.64,1
14682,505.03,219.89,86.04,0.92,15155,0.55,1
12240,454.31,190.93,83.65,0.9,12555,0.76,1
14985,516.96,219.53,88.01,0.92,15412,0.62,1
14826,514.53,219.37,86.89,0.92,15170,0.54,1
14954,501.86,212.04,90.8,0.9,15225,0.81,1
14930,506.78,207.6,92.55,0.9,15361,0.61,1
16401,521.08,213.1,99.54,0.88,16781,0.73,1
13237,478.01,199.69,85.28,0.9,13627,0.56,1
14536,501.92,216.37,86.68,0.92,14988,0.54,1
12016,469.42,196.95,79.84,0.91,12464,0.56,1
15369,499.27,205.88,95.94,0.88,15666,0.62,1
16156,495.71,197.27,105.54,0.84,16434,0.71,1
15554,502.1,206.28,97.22,0.88,15826,0.83,1
12347,438.81,181.89,86.88,0.88,12529,0.81,1
12688,466.84,193.79,84.37,0.9,12956,0.6,1
14587,491.8,204.83,91.91,0.89,14926,0.61,1
15398,518.74,215.33,93.06,0.9,15753,0.8,1
14881,495.62,206.67,93.32,0.89,15225,0.58,1
14800,502.62,213.99,88.86,0.91,15123,0.79,1
15480,494.28,201.79,98.62,0.87,15760,0.66,1
13952,484.95,201.32,89.51,0.9,14349,0.66,1
14243,481.32,198.66,92.82,0.88,14592,0.79,1
15056,499.17,202.89,96.14,0.88,15517,0.7,1
15072,511.18,221.78,87.38,0.92,15392,0.55,1
13560,479.2,197.56,88.77,0.89,14033,0.69,1
17192,528.34,222.95,99.09,0.9,17457,0.63,1
15196,498.14,212.24,91.68,0.9,15427,0.71,1
16318,537.45,232.04,90.71,0.92,16592,0.6,1
15521,506.05,209.52,95.46,0.89,15956,0.58,1
12573,471.64,199.34,81.58,0.91,12979,0.53,1
13607,482.82,202.85,86.15,0.91,13901,0.56,1
12809,455.14,189.08,87.21,0.89,13025,0.59,1
13183,464.57,190.69,88.77,0.89,13473,0.59,1
14528,475.45,192.2,97.42,0.86,14795,0.63,1
17048,525.54,219.49,99.73,0.89,17318,0.69,1
14559,496.52,213.4,87.14,0.91,14765,0.71,1
13698,478.6,199.06,88.79,0.9,13932,0.58,1
14005,485.46,207.13,86.88,0.91,14212,0.56,1
15560,502.97,213.96,93.12,0.9,15789,0.78,1
13853,479.72,193.4,92.86,0.88,14338,0.59,1
16138,531.06,224.35,92.95,0.91,16482,0.54,1
14686,490.41,203.03,93.83,0.89,15065,0.61,1
15264,506.67,208.76,95.74,0.89,15712,0.61,1
13895,488.25,207.03,86.16,0.91,14228,0.78,1
13290,469.71,197.27,86.33,0.9,13570,0.68,1
13909,474.11,197.46,90.17,0.89,14227,0.74,1
14730,483.71,196.45,96.89,0.87,15006,0.65,1
14523,491.94,205.13,91.14,0.9,14849,0.61,1
13983,481.66,198.39,90.5,0.89,14306,0.59,1
12549,456.93,193.39,83.7,0.9,12905,0.8,1
14289,502.81,216.61,85.57,0.92,14612,0.54,1
14994,508.31,215.57,89.62,0.91,15246,0.55,1
13283,477.29,198.27,86.36,0.9,13616,0.61,1
14958,505.26,216.38,88.35,0.91,15235,0.71,1
14852,495.82,205.71,92.95,0.89,15202,0.6,1
14966,490.74,207.64,92.16,0.9,15158,0.79,1
13394,480.57,205.4,83.8,0.91,13699,0.65,1
16678,523.31,216.9,99.04,0.89,17089,0.8,1
17253,536.69,223.63,98.95,0.9,17678,0.67,1
13822,491.66,212.14,83.65,0.92,14073,0.65,1
14747,501.77,213.74,88.58,0.91,15070,0.76,1
15274,511.05,211.3,93.12,0.9,15669,0.69,1
14471,491.34,200.41,92.82,0.89,14736,0.59,1
15119,508.34,213.38,91.25,0.9,15612,0.72,1
13277,463.97,193.06,88.18,0.89,13454,0.61,1
12988,461.99,188.77,88.51,0.88,13259,0.6,1
11638,451.01,195.04,76.93,0.92,11843,0.54,1
13321,467.41,200.92,85.14,0.91,13543,0.6,1
15368,503.31,209.42,94.39,0.89,15709,0.64,1
13385,477.93,199.84,87.05,0.9,13656,0.57,1
14784,481.99,200.03,94.98,0.88,15005,0.72,1
16963,536.03,220.33,99.41,0.89,17467,0.59,1
15140,502.55,213.9,90.9,0.91,15491,0.76,1
14713,500.16,207.16,91.46,0.9,15111,0.57,1
13684,505.65,213.59,83.51,0.92,14158,0.58,1
13424,461.47,186.51,92.67,0.87,13702,0.68,1
14020,488.58,207.27,86.8,0.91,14271,0.55,1
14725,472.9,193.12,97.72,0.86,15084,0.63,1
15603,511.74,211.1,95.44,0.89,16021,0.58,1
15433,519.52,218.39,91.67,0.91,15887,0.78,1
15371,497.67,212.75,92.47,0.9,15587,0.81,1
14018,480.87,203.98,88.13,0.9,14287,0.72,1
12879,476.58,203.17,81.26,0.92,13105,0.66,1
14992,502.62,213.94,89.98,0.91,15162,0.55,1
15275,509.86,217.55,90.18,0.91,15582,0.67,1
13762,481.77,205.04,86.94,0.91,14101,0.76,1
15762,507.64,205.6,99.32,0.88,16261,0.66,1
14143,483.86,200.88,90.59,0.89,14427,0.6,1
15226,500.17,205.32,96.18,0.88,15594,0.79,1
14226,491.39,213.79,85.35,0.92,14483,0.66,1
14654,498.1,214.65,87.38,0.91,14907,0.8,1
14928,499.39,212.4,90.71,0.9,15269,0.8,1
15050,502.59,206.39,93.81,0.89,15464,0.59,1
12158,441.48,182.29,85.52,0.88,12359,0.72,1
15783,510.19,219.55,92.25,0.91,16024,0.8,1
14236,486.18,201.7,90.64,0.89,14545,0.66,1
15373,489.13,200.14,98.97,0.87,15617,0.78,1
15139,508.97,217.34,89.96,0.91,15394,0.55,1
15228,505.27,209.63,93.53,0.89,15501,0.74,1
14556,487.42,208.73,89.2,0.9,14819,0.78,1
13279,483.66,201.34,85.48,0.91,13691,0.58,1
16000,515.38,215.71,94.95,0.9,16289,0.67,1
14712,503.71,217.61,87.29,0.92,15109,0.8,1
13840,476.9,201.63,88.24,0.9,14205,0.63,1
12975,458.55,189.82,87.66,0.89,13254,0.71,1
15862,507.55,214.87,94.8,0.9,16098,0.81,1
17338,530.04,222.08,100.55,0.89,17725,0.79,1
16893,523.25,216.24,100.41,0.89,17293,0.68,1
15546,518.94,219.23,91.39,0.91,15967,0.55,1
15269,519.77,222.42,88.28,0.92,15620,0.57,1
15583,510.69,217.35,92.12,0.91,15826,0.69,1
14840,512.01,220.51,86.42,0.92,15160,0.56,1
14805,484.63,202.98,93.7,0.89,15090,0.78,1
13860,483.97,207.79,85.96,0.91,14047,0.65,1
12468,461.55,196.82,81.55,0.91,12786,0.68,1
13913,493.61,212.99,83.99,0.92,14218,0.57,1
12978,465.85,199.13,83.91,0.91,13210,0.74,1
13657,469.24,193.11,90.78,0.88,13930,0.62,1
14246,488.92,210.75,86.89,0.91,14453,0.75,1
13651,502.08,222.07,79.34,0.93,14034,0.79,1
13677,485.53,207.39,85.14,0.91,13874,0.59,1
15107,488.87,205.22,94.37,0.89,15322,0.79,1
14956,490.26,204.54,93.75,0.89,15196,0.67,1
15448,521.32,224.89,88.74,0.92,15847,0.71,1
14898,501.49,215.56,88.77,0.91,15156,0.66,1
13683,490.79,210.28,84.05,0.92,14187,0.77,1
12412,456.58,191.57,83.45,0.9,12779,0.65,1
13933,471.71,193.52,91.88,0.88,14177,0.74,1
15500,502.32,213.37,93.55,0.9,15724,0.81,1
14747,494.94,209.21,90.65,0.9,15124,0.56,1
15144,503.32,212.2,91.78,0.9,15469,0.63,1
13970,494.65,211.74,85.07,0.92,14280,0.7,1
12375,451.08,185.78,86.24,0.89,12755,0.65,1
15484,504.82,211.29,94.47,0.89,15795,0.68,1
13541,478.46,206.7,84.1,0.91,13768,0.81,1
13455,468.86,196.68,87.98,0.89,13730,0.65,1
13043,471.36,199.29,84.55,0.91,13422,0.74,1
13697,482.38,206.73,85.18,0.91,13927,0.6,1
15004,506.94,218.6,88.09,0.92,15277,0.71,1
14634,493.03,208.14,90.38,0.9,14898,0.71,1
13814,481.42,203.06,87.32,0.9,14112,0.64,1
16480,525.15,220.31,96.48,0.9,16842,0.58,1
12403,451.24,194.01,82.42,0.91,12596,0.83,1
13574,481.16,206.47,84.42,0.91,13870,0.81,1
14253,485.02,202.33,90.6,0.89,14522,0.62,1
15586,505.88,218.57,91.24,0.91,15814,0.82,1
14906,497.83,211.34,90.65,0.9,15150,0.6,1
15123,518.26,226.38,85.84,0.93,15378,0.64,1
12974,460.42,191.33,87.29,0.89,13310,0.68,1
15513,522.5,224.28,89.01,0.92,15967,0.57,1
12684,461.36,198.2,81.89,0.91,12912,0.55,1
13170,472.1,200.2,84.88,0.91,13383,0.54,1
15375,494.32,204.47,96.98,0.88,15631,0.74,1
17856,530.42,223.29,102.9,0.89,18062,0.8,1
15655,513.3,216.1,93.57,0.9,16085,0.57,1
17404,521.86,211.06,106.34,0.86,17739,0.68,1
12060,450.15,188.96,82.33,0.9,12480,0.62,1
12519,455.41,192,83.87,0.9,12770,0.67,1
15806,513.84,221.19,91.63,0.91,16043,0.57,1
14124,486.59,202.96,89.88,0.9,14576,0.7,1
16618,513.75,213.22,99.89,0.88,16892,0.64,1
15321,513.01,218.71,90.26,0.91,15646,0.71,1
12752,459.45,196.43,83.11,0.91,13059,0.79,1
14479,473.96,193.13,96.95,0.86,14812,0.64,1
12685,468.6,199.66,82.2,0.91,13042,0.7,1
14339,492.31,205.77,90.86,0.9,14818,0.63,1
14115,483.78,206.84,88.07,0.9,14312,0.75,1
13864,491.45,206.88,86.35,0.91,14221,0.72,1
14096,476.95,198.74,91.37,0.89,14346,0.6,1
15779,506.38,209.4,97.43,0.89,16201,0.62,1
15218,508.14,214.28,91.71,0.9,15685,0.67,1
13814,477.59,198.9,89.68,0.89,14168,0.69,1
13337,471.85,199.14,86.47,0.9,13686,0.66,1
13024,459.77,191.9,88.03,0.89,13325,0.78,1
14836,495.11,208.6,91.39,0.9,15164,0.6,1
14296,484.24,202.98,91.07,0.89,14572,0.76,1
10785,437.88,181.27,77.66,0.9,11209,0.55,1
14871,487.62,204.19,93.8,0.89,15067,0.76,1
14449,496.33,209.71,89.79,0.9,14810,0.66,1
14463,480.49,201.93,91.94,0.89,14698,0.68,1
12887,468.83,197.76,83.72,0.91,13241,0.56,1
13138,470.42,203.86,82.98,0.91,13361,0.81,1
14833,496.94,209.31,91.48,0.9,15072,0.56,1
12256,453.46,189.97,83.11,0.9,12565,0.58,1
15475,511.43,219.15,91.46,0.91,15759,0.79,1
15248,509,217.99,90.11,0.91,15557,0.74,1
14750,482.83,198.5,95.47,0.88,15046,0.61,1
12711,470.16,196.36,83.78,0.9,13007,0.56,1
13495,466.96,196.4,88.21,0.89,13725,0.69,1
13884,478.7,201.32,89.18,0.9,14217,0.8,1
15613,509.76,210.28,96.02,0.89,15975,0.57,1
14645,485.11,201.15,93.58,0.89,14889,0.65,1
12699,458.01,192.59,85.2,0.9,12965,0.59,1
15322,506.4,217.86,90.18,0.91,15531,0.81,1
13340,471.64,197.41,87.43,0.9,13712,0.77,1
15404,499.23,206.09,95.63,0.89,15740,0.62,1
13789,494.38,216.92,82.16,0.93,14109,0.53,1
12491,457.14,194.88,82.49,0.91,12721,0.77,1
14880,502.88,218,87.55,0.92,15129,0.58,1
13568,478.31,204.07,85.51,0.91,13819,0.57,1
12819,472.69,202.34,81.21,0.92,13137,0.65,1
17246,540.54,225.99,98.57,0.9,17704,0.57,1
12068,450.15,187.3,83.15,0.9,12426,0.65,1
14053,482.08,204.38,88.24,0.9,14316,0.71,1
12711,459.62,192.97,84.95,0.9,13028,0.58,1
11746,450.83,194.19,77.74,0.92,11953,0.56,1
14291,481.24,196.5,93.87,0.88,14618,0.59,1
15366,508.79,211.37,93.97,0.9,15746,0.56,1
15557,509.02,211.93,94.76,0.89,16075,0.64,1
13652,486.63,210.35,83.3,0.92,13950,0.58,1
13574,488.5,210.69,83.74,0.92,13856,0.55,1
13621,473.9,198.85,88.43,0.9,13989,0.61,1
14025,475.96,197.39,91.75,0.89,14423,0.68,1
14431,497.06,212.05,87.85,0.91,14805,0.65,1
13469,475.09,203.25,84.87,0.91,13739,0.73,1
13632,485.94,205.21,85.83,0.91,13905,0.55,1
11151,438.26,191.6,74.85,0.92,11325,0.67,1
12878,459.6,192.17,85.96,0.89,13213,0.58,1
11625,437.36,186.71,79.72,0.9,11830,0.72,1
14312,488.42,208.17,88.41,0.91,14692,0.79,1
13806,490.51,209.72,85.13,0.91,14284,0.8,1
13928,479.72,204.43,87.08,0.9,14158,0.57,1
13139,472.25,202.6,83.79,0.91,13379,0.78,1
12234,449.38,188.63,83.91,0.9,12492,0.59,1
13990,484.05,205.4,87.65,0.9,14315,0.59,1
15307,489.47,197.2,100.13,0.86,15628,0.68,1
11377,452.41,201.31,72.28,0.93,11555,0.53,1
13207,469.7,196.49,87.34,0.9,13546,0.57,1
13404,476.21,203.31,84.62,0.91,13751,0.63,1
13334,470.52,194.32,89.29,0.89,13738,0.62,1
11671,459.78,199.4,75.46,0.93,12110,0.64,1
17135,525.94,217.73,101.15,0.89,17471,0.59,1
14816,496.32,206.66,92.17,0.9,15194,0.58,1
15336,508.79,219.26,89.74,0.91,15599,0.58,1
14989,484.31,195.34,98.7,0.86,15393,0.76,1
16302,526.34,225.32,92.99,0.91,16669,0.61,1
15739,525,228.24,88.85,0.92,15978,0.57,1
14851,512.32,218.01,88.5,0.91,15556,0.72,1
12651,467.57,200.05,81.17,0.91,12991,0.59,1
12709,456.17,191.37,85.74,0.89,12934,0.78,1
13874,486.82,207.81,85.49,0.91,14116,0.57,1
16291,523.19,223.25,93.6,0.91,16595,0.58,1
14318,491.3,207.61,89.13,0.9,14629,0.56,1
13975,482.59,203.42,88.67,0.9,14275,0.67,1
14806,497.86,211.13,90.01,0.9,15114,0.65,1
14789,492.95,206.71,92.6,0.89,15069,0.75,1
12990,469.48,200.52,83.43,0.91,13214,0.7,1
12045,452.31,193.51,80.28,0.91,12368,0.55,1
13946,482.14,203.26,88.28,0.9,14233,0.57,1
14569,500.37,216.67,86.46,0.92,14801,0.81,1
15306,524.68,227.78,87.04,0.92,15837,0.51,1
13568,482.14,206.34,84.98,0.91,13798,0.77,1
14289,488.48,208.57,88.31,0.91,14572,0.79,1
14619,493.52,209.53,89.81,0.9,14973,0.61,1
13338,462.53,194.26,88.38,0.89,13639,0.74,1
12935,462.98,195.3,85.49,0.9,13213,0.75,1
13211,476.66,204.86,82.89,0.91,13608,0.71,1
13785,489.92,213.38,82.79,0.92,14130,0.8,1
12982,466.16,200.52,82.8,0.91,13188,0.62,1
14999,498.54,213.51,90.11,0.91,15295,0.8,1
15790,516.48,218.43,92.94,0.9,16197,0.75,1
13719,487.15,208.86,84.3,0.91,14111,0.6,1
13118,480.09,207.11,81.71,0.92,13652,0.57,1
11975,458.9,199.04,78.04,0.92,12288,0.8,1
11958,444.93,187.76,81.88,0.9,12240,0.73,1
12621,444.59,184.94,87.62,0.88,12832,0.73,1
11747,452.13,194.49,78.74,0.91,11935,0.54,1
13372,472.17,197.78,87.61,0.9,13750,0.61,1
15773,515.79,219.43,92.62,0.91,16089,0.71,1
15556,510.51,217.1,92.77,0.9,15781,0.61,1
11421,441.16,189.52,77.26,0.91,11610,0.55,1
13949,479.4,200.1,90.09,0.89,14286,0.58,1
13266,466,198.06,86.09,0.9,13514,0.65,1
14715,497.56,212.04,89.51,0.91,15094,0.79,1
14439,492.32,205.42,91.42,0.9,14867,0.78,1
14975,508.08,212.56,91.27,0.9,15482,0.63,1
11411,430.93,184.31,79.26,0.9,11587,0.65,1
11359,441.37,185.2,78.98,0.9,11755,0.58,1
13090,472.95,202.6,83.23,0.91,13331,0.78,1
11898,453.98,195.36,78.37,0.92,12134,0.55,1
12919,474.6,207.93,79.47,0.92,13187,0.63,1
13935,483.24,196.79,91.72,0.88,14428,0.59,1
13909,488.71,206.35,86.98,0.91,14362,0.54,1
13295,475.74,199.24,86.08,0.9,13639,0.62,1
14009,487.06,208.65,86.6,0.91,14333,0.75,1
15350,498.18,204.62,96.89,0.88,15751,0.66,1
13263,474.5,197.84,86.69,0.9,13607,0.56,1
13650,491.02,210.67,83.69,0.92,14011,0.54,1
12598,466.84,199.04,81.87,0.91,13072,0.58,1
14551,502.11,208.19,90.85,0.9,14962,0.56,1
15700,505.3,209.99,96.19,0.89,16040,0.59,1
14969,494.42,207.21,92.91,0.89,15286,0.64,1
14424,497.77,210.74,88.52,0.91,14920,0.56,1
11571,432.67,183.71,80.56,0.9,11741,0.66,1
15204,510.49,216.32,90.85,0.91,15535,0.56,1
14019,482.45,197.2,92.67,0.88,14411,0.58,1
11874,433.84,176.61,87.05,0.87,12138,0.73,1
13888,481.75,205.75,87,0.91,14178,0.59,1
13087,468.81,198.29,84.87,0.9,13488,0.77,1
14410,483.81,200.64,92.52,0.89,14788,0.58,1
14542,490.15,208.43,89.26,0.9,14747,0.55,1
15595,501.49,207.89,96.89,0.88,16030,0.77,1
10761,429.02,183.57,75.23,0.91,11031,0.58,1
15907,527.35,226.89,90.79,0.92,16288,0.57,1
13848,492.91,207.01,86.98,0.91,14383,0.67,1
14493,487.34,205.8,90.54,0.9,14835,0.76,1
13468,470.76,194.47,89.74,0.89,14022,0.69,1
12483,451.81,189.9,84.86,0.89,12686,0.6,1
16799,524.25,218.34,99.16,0.89,17283,0.62,1
12110,458.08,192.5,81.79,0.91,12562,0.71,1
14934,488.27,201.08,95.98,0.88,15193,0.65,1
13274,471.05,197.61,86.35,0.9,13615,0.62,1
13891,486.94,209.8,85.74,0.91,14170,0.83,1
12723,465.94,197.75,83.9,0.91,12974,0.68,1
14587,497.95,211.69,88.91,0.91,14926,0.65,1
14202,485.94,202.61,90.65,0.89,14640,0.56,1
15526,514.39,216.92,91.83,0.91,15936,0.58,1
13839,481.59,201.34,88.89,0.9,14165,0.72,1
13852,490.28,213.99,82.97,0.92,14158,0.73,1
14935,489.23,202.41,94.65,0.88,15251,0.61,1
13576,475.05,201,86.55,0.9,13888,0.58,1
13998,486.38,204.2,88.51,0.9,14401,0.55,1
14469,484.47,204.25,90.72,0.9,14701,0.66,1
14686,503.69,212.26,89.78,0.91,15003,0.55,1
15269,496.69,210.45,92.71,0.9,15474,0.81,1
12993,466.24,199.03,83.48,0.91,13230,0.79,1
13414,480.29,199.48,86.84,0.9,13933,0.56,1
15035,506.15,216.94,89.39,0.91,15432,0.61,1
13034,474.37,204,81.98,0.92,13316,0.62,1
13315,476.2,205.19,83.06,0.91,13510,0.55,1
13620,479.88,203.4,86.38,0.91,13987,0.64,1
14734,498.71,211,90.11,0.9,15171,0.78,1
14652,499.34,212.5,88.75,0.91,15039,0.77,1
14295,484.23,202.77,91.4,0.89,14528,0.55,1
12655,459.9,192.99,84.9,0.9,12959,0.65,1
13444,474.59,197.95,87.64,0.9,13881,0.66,1
14115,490.41,207.96,87.42,0.91,14580,0.57,1
15192,494.89,208.72,93.38,0.89,15410,0.63,1
11128,441.43,184.41,79.25,0.9,11403,0.56,1
15144,505.91,212.37,92.02,0.9,15609,0.61,1
14516,492.79,209.76,89.51,0.9,14836,0.73,1
13470,471.19,200.5,86.78,0.9,13729,0.58,1
14617,495.45,207.32,90.71,0.9,14950,0.64,1
14359,506.09,223.26,82.48,0.93,14698,0.54,1
14204,489.45,211.88,85.95,0.91,14487,0.69,1
14440,498.12,210.27,88.99,0.91,14918,0.78,1
13921,486.39,203.18,88.84,0.9,14334,0.58,1
14054,486.77,207.58,87.13,0.91,14343,0.79,1
13039,476.7,198.9,85.53,0.9,13383,0.55,1
13350,466.62,196.51,87.16,0.9,13562,0.8,1
14850,498.44,213.76,88.99,0.91,15071,0.7,1
11836,456.38,201.87,75.46,0.93,12084,0.75,1
13333,472.38,200.94,85.17,0.91,13585,0.68,1
13062,467.46,197.8,85.4,0.9,13272,0.62,1
12886,463.9,193.88,85.48,0.9,13196,0.6,1
13437,476.11,202.82,85.11,0.91,13700,0.78,1
11963,448.43,191.08,80.81,0.91,12205,0.76,1
12213,459.17,195.59,80.64,0.91,12571,0.54,1
13970,481.88,201.47,89.5,0.9,14310,0.57,1
14511,510.29,216.35,87.13,0.92,14957,0.53,1
14055,488.75,207.75,87.25,0.91,14484,0.55,1
16188,526.88,224.04,93.18,0.91,16605,0.66,1
13064,469.84,199.56,84.36,0.91,13382,0.66,1
14161,488.69,206.51,87.97,0.9,14428,0.59,1
13806,494.03,212.39,83.93,0.92,14247,0.53,1
13623,493.57,211.73,82.92,0.92,14065,0.53,1
15238,506.11,218.36,89.62,0.91,15529,0.55,1
13688,481.31,204.31,86.38,0.91,14024,0.79,1
14520,496.02,208.43,90.75,0.9,14930,0.59,1
13263,480.19,205.58,83.14,0.91,13517,0.68,1
16602,528.35,224.42,95.47,0.9,16900,0.57,1
14525,487.22,206.45,90.84,0.9,14798,0.59,1
12344,466.84,204.11,77.81,0.92,12596,0.72,1
14002,490.57,209.33,86.15,0.91,14336,0.66,1
12267,454.02,190.67,83.02,0.9,12673,0.65,1
15093,509.3,214.43,90.88,0.91,15497,0.57,1
12789,454.39,183.62,89.72,0.87,13114,0.7,1
12767,463.84,196.19,83.97,0.9,13104,0.61,1
